id	C4	C13	C37	C50	C59	C75	C78	C86	C118	C123	C135	C160	C176	C190	C215	C245	C258	C259	C261	C262	C278	C289	C291	C321	C324	C338	C339	C341	C347	C402	C408	C436	C472	C475	C476	C481	C504	C1167	C1248	C1262	C1286	C1292	C1345	C1349	C1358	C1390	C1391	C1510	C1541	C1548	C1549	C1552	C1564	C1669	C1712	C1765	C1796	C1970	C1985	C2048	C2124	C2309	C2343	C2448	C2449	C2646	C2947	C3082	C3403	C3450	C3473	C3679	C3854	C3879	C3884	C4073	C4103	C4131	C4136
55	0.000	0.906	0.000	0.024	0.000	0.595	0.738	0.001	0.019	0.001	0.000	0.007	0.000	0.000	0.003	0.130	0.000	0.000	0.000	0.004	1.000	0.871	0.053	0.000	0.577	0.000	0.000	0.002	0.909	0.992	0.953	0.558	0.006	0.037	0.000	0.001	0.000	0.013	0.000	0.549	0.000	0.001	0.524	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.006	0.001	0.084	0.000	0.003	0.000	0.000	0.825	0.000	0.914	0.682	0.479	0.000	0.001	0.001	0.973	0.000	0.000	0.000	0.458	0.000	0.000	0.000	0.776	0.621
56	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.001	0.012	0.001	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.003	0.000	0.989	0.000	0.000	0.000	0.001	0.004	0.045	0.524	0.112	0.000	0.000	0.000	0.000	0.026	0.002	0.000	0.001	0.022	0.007	0.000	0.000	0.000	0.007	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.016	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.003	0.108	0.884	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010
57	0.813	0.477	0.027	0.004	0.001	0.013	0.012	0.007	0.022	0.016	0.006	0.021	0.021	0.013	0.000	0.000	0.001	0.008	0.013	0.000	0.998	0.000	0.000	0.026	0.006	0.000	0.000	0.000	0.481	0.000	0.000	0.266	0.000	0.621	0.006	0.004	0.000	0.473	0.001	0.001	0.013	0.008	0.011	0.003	0.000	0.002	0.001	0.000	0.000	0.005	0.001	0.000	0.001	0.046	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.009	0.001	0.984	0.025	0.016	0.000	0.000	0.024	0.000	0.002	0.001	0.000	0.007	0.019	0.000	0.057	0.959	0.248
58	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.001	0.161	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.083	0.000	0.000	0.000	0.000	0.004	0.000	0.003	0.006	0.000	0.973	0.807	0.000	0.004	0.001	0.000	0.001	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.033	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.019	0.003	0.045	0.000	0.800	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003
59	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.001	0.003	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.003	0.001	0.001	0.000	0.000	0.000	0.000	0.060	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.001	0.023	0.000	0.000	0.000	0.020	0.000	0.000	0.002	0.000	0.000	0.000	0.946	0.000	0.001	0.000	0.000	0.357	0.001	0.863	0.000	0.000	0.000	0.001	0.895	0.000	0.000	0.000	0.000	0.072	0.000	0.000	0.000	0.000	0.000	0.000	0.832	0.000	0.000	0.000	0.000	0.000	0.002
60	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.996	0.000	0.000	0.000	0.000	0.002	0.045	0.155	0.408	0.000	0.000	0.000	0.000	0.137	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.002	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.012	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.360	0.765	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003
61	0.000	0.000	0.001	0.015	0.000	0.000	0.000	0.002	0.181	0.001	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.449	0.001	0.899	0.000	0.000	0.000	0.002	0.021	0.644	0.828	0.142	0.000	0.000	0.000	0.000	0.066	0.002	0.000	0.003	0.209	0.015	0.000	0.000	0.001	0.059	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.213	0.091	0.000	0.003	0.371	0.011	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.007	0.015	0.803	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.009
62	0.000	0.031	0.000	0.042	0.000	0.781	0.007	0.002	0.329	0.003	0.000	0.122	0.002	0.001	0.000	0.000	0.000	0.001	0.002	0.004	0.998	0.021	0.908	0.020	0.037	0.005	0.000	0.001	0.029	0.000	0.000	0.012	0.000	0.037	0.001	0.005	0.000	0.018	0.001	0.000	0.000	0.004	0.627	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.005	0.001	0.005	0.003	0.174	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.001	0.001	0.000	0.003	0.578	0.238
63	0.000	0.000	0.019	0.089	0.001	0.000	0.000	0.011	0.020	0.017	0.076	0.000	0.778	0.036	0.000	0.000	0.000	0.002	0.182	0.001	0.000	0.000	0.000	0.783	0.070	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.016	0.001	0.005	0.012	0.000	0.008	0.429	0.000	0.296	0.005	0.000	0.647	0.021	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.104	0.005	0.000	0.000	0.000	0.114	0.000	0.000	0.000	0.025	0.000	0.000	0.004	0.000	0.000	0.026	0.000	0.005	0.000	0.000	0.000	0.005	0.000	0.012	0.000	0.019
64	0.000	0.000	0.001	0.719	0.001	0.000	0.000	0.177	0.507	0.065	0.000	0.000	0.016	0.001	0.000	0.000	0.001	0.168	0.004	0.006	0.000	0.000	0.000	0.009	0.003	0.003	0.010	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.105	0.000	0.032	0.007	0.000	0.003	0.012	0.000	0.001	0.000	0.001	0.000	0.000	0.000	0.011	0.136	0.000	0.026	0.056	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.283	0.000	0.006	0.026	0.000	0.000	0.001	0.000	0.000	0.130	0.000	0.000	0.001	0.080
65	0.000	0.000	0.004	0.721	0.001	0.000	0.000	0.591	0.254	0.313	0.000	0.000	0.003	0.001	0.000	0.000	0.000	0.013	0.408	0.005	0.000	0.000	0.000	0.006	0.006	0.001	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.548	0.001	0.021	0.001	0.000	0.003	0.001	0.000	0.001	0.000	0.002	0.000	0.000	0.000	0.014	0.001	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.029	0.000	0.001	0.392	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.001	0.333
66	0.000	0.000	0.013	0.578	0.002	0.000	0.000	0.406	0.548	0.258	0.019	0.000	0.085	0.003	0.000	0.000	0.030	0.353	0.074	0.015	0.000	0.000	0.000	0.069	0.026	0.001	0.005	0.003	0.000	0.000	0.000	0.000	0.004	0.001	0.006	0.126	0.000	0.307	0.035	0.000	0.103	0.058	0.000	0.008	0.005	0.002	0.007	0.000	0.000	0.066	0.023	0.048	0.002	0.032	0.002	0.000	0.000	0.000	0.143	0.000	0.000	0.000	0.003	0.000	0.000	0.095	0.000	0.001	0.240	0.000	0.002	0.002	0.000	0.000	0.020	0.000	0.004	0.000	0.594
67	0.000	0.985	0.001	0.017	0.000	0.916	0.028	0.005	0.015	0.001	0.001	0.051	0.896	0.001	0.001	0.012	0.000	0.000	0.003	0.000	1.000	0.017	0.030	0.895	0.002	0.000	0.000	0.001	0.985	0.000	0.000	0.061	0.085	0.225	0.001	0.002	0.000	0.008	0.017	0.917	0.001	0.004	0.986	0.112	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.046	0.000	0.012	0.000	0.184	0.000	0.000	0.029	0.005	0.936	0.733	0.020	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.853	0.002	0.000	0.002	0.926	0.896
68	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.997	0.000	0.000	0.000	0.000	0.002	0.021	0.015	0.004	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.014	0.976	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003
69	0.000	0.000	0.007	0.082	0.004	0.000	0.000	0.127	0.149	0.171	0.006	0.000	0.279	0.081	0.002	0.000	0.001	0.147	0.018	0.006	0.000	0.000	0.000	0.280	0.022	0.004	0.002	0.004	0.000	0.000	0.000	0.000	0.021	0.001	0.008	0.058	0.000	0.571	0.099	0.000	0.030	0.075	0.000	0.087	0.019	0.005	0.114	0.002	0.000	0.036	0.008	0.004	0.027	0.090	0.010	0.000	0.000	0.011	0.047	0.005	0.000	0.000	0.123	0.000	0.000	0.409	0.001	0.004	0.069	0.000	0.002	0.024	0.000	0.000	0.610	0.000	0.033	0.001	0.027
71	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.001	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.989	0.000	0.000	0.000	0.000	0.004	0.033	0.013	0.038	0.000	0.000	0.000	0.000	0.031	0.001	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.003	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.013	0.958	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004
77	0.000	0.336	0.000	0.015	0.000	0.001	0.000	0.006	0.022	0.001	0.000	0.002	0.000	0.001	0.124	0.000	0.000	0.001	0.001	0.001	0.999	0.000	0.000	0.001	0.355	0.000	0.000	0.001	0.331	0.000	0.000	0.000	0.002	0.746	0.000	0.001	0.007	0.184	0.000	0.000	0.000	0.081	0.001	0.001	0.001	0.000	0.000	0.000	0.111	0.000	0.000	0.000	0.002	0.021	0.003	0.651	0.000	0.000	0.006	0.001	0.633	0.000	0.002	0.611	0.434	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.583	0.000	0.008	0.000	0.001	0.015	0.005
78	0.000	0.963	0.006	0.015	0.004	0.010	0.013	0.000	0.039	0.001	0.003	0.934	0.157	0.025	0.000	0.000	0.001	0.000	0.645	0.000	1.000	0.004	0.003	0.150	0.004	0.000	0.000	0.000	0.953	0.000	0.001	0.015	0.038	0.945	0.011	0.001	0.000	0.019	0.012	0.000	0.002	0.015	0.028	0.059	0.032	0.004	0.015	0.005	0.000	0.000	0.000	0.000	0.000	0.156	0.018	0.000	0.000	0.000	0.047	0.000	0.000	0.012	0.124	0.210	0.032	0.016	0.000	0.000	0.002	0.001	0.002	0.001	0.000	0.003	0.015	0.000	0.037	0.984	0.425
80	0.000	1.000	0.000	0.005	0.000	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.964	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.011	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.001
81	0.000	0.429	0.000	0.111	0.000	0.002	0.000	0.005	0.167	0.005	0.000	0.012	0.000	0.001	0.000	0.000	0.000	0.000	0.001	0.478	1.000	0.000	0.001	0.001	0.369	0.021	0.152	0.055	0.432	0.000	0.000	0.001	0.056	0.630	0.000	0.010	0.025	0.012	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.043	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.200	0.005	0.016	0.012	0.259	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.014
82	0.000	0.981	0.004	0.538	0.000	0.010	0.004	0.003	0.017	0.014	0.004	0.278	0.005	0.003	0.000	0.001	0.018	0.391	0.057	0.000	0.999	0.000	0.001	0.005	0.047	0.000	0.000	0.000	0.981	0.000	0.000	0.010	0.000	0.579	0.001	0.004	0.000	0.016	0.000	0.000	0.002	0.016	0.013	0.003	0.000	0.000	0.024	0.000	0.000	0.035	0.017	0.003	0.001	0.020	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.002	0.001	0.871	0.021	0.110	0.000	0.000	0.014	0.000	0.001	0.003	0.000	0.001	0.000	0.000	0.055	0.884	0.087
84	0.000	0.000	0.000	0.049	0.000	0.000	0.000	0.017	0.013	0.001	0.000	0.000	0.000	0.000	0.337	0.000	0.000	0.005	0.001	0.522	0.000	0.000	0.000	0.000	0.021	0.039	0.019	0.549	0.000	0.000	0.000	0.000	0.273	0.000	0.000	0.002	0.000	0.012	0.000	0.000	0.000	0.049	0.000	0.000	0.198	0.000	0.000	0.000	0.782	0.002	0.000	0.000	0.005	0.097	0.238	0.319	0.000	0.000	0.000	0.005	0.048	0.000	0.000	0.000	0.000	0.018	0.000	0.411	0.000	0.000	0.000	0.000	0.260	0.000	0.015	0.015	0.000	0.000	0.004
85	0.000	0.868	0.000	0.012	0.000	0.045	0.036	0.004	0.011	0.001	0.000	0.023	0.000	0.000	0.036	0.002	0.000	0.002	0.005	0.438	0.993	0.002	0.005	0.000	0.055	0.285	0.001	0.422	0.858	0.000	0.000	0.017	0.138	0.569	0.000	0.001	0.000	0.077	0.000	0.014	0.000	0.472	0.049	0.000	0.133	0.000	0.000	0.000	0.108	0.001	0.000	0.000	0.002	0.410	0.068	0.426	0.005	0.000	0.117	0.002	0.051	0.042	0.001	0.885	0.765	0.563	0.000	0.017	0.000	0.000	0.000	0.000	0.242	0.048	0.003	0.000	0.001	0.161	0.019
86	0.000	0.000	0.001	0.187	0.001	0.000	0.000	0.044	0.148	0.006	0.002	0.000	0.003	0.002	0.000	0.000	0.000	0.000	0.006	0.223	0.000	0.000	0.000	0.004	0.060	0.006	0.147	0.005	0.000	0.000	0.000	0.000	0.002	0.000	0.001	0.035	0.001	0.034	0.002	0.000	0.015	0.004	0.000	0.001	0.007	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.002	0.000	0.000	0.106	0.004	0.019	0.003	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.002	0.000	0.080
88	0.000	0.023	0.027	0.130	0.004	0.000	0.000	0.028	0.041	0.228	0.003	0.002	0.844	0.006	0.000	0.000	0.000	0.009	0.161	0.000	0.999	0.000	0.000	0.820	0.001	0.000	0.000	0.000	0.023	0.000	0.000	0.002	0.005	0.057	0.015	0.024	0.000	0.005	0.069	0.000	0.012	0.001	0.000	0.217	0.005	0.003	0.006	0.000	0.000	0.012	0.000	0.000	0.001	0.016	0.001	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.020	0.009	0.006	0.007	0.000	0.000	0.291	0.000	0.001	0.001	0.000	0.000	0.022	0.000	0.009	0.027	0.133
89	0.000	0.000	0.014	0.565	0.001	0.000	0.000	0.835	0.027	0.900	0.001	0.000	0.004	0.003	0.000	0.000	0.000	0.000	0.690	0.001	0.000	0.000	0.000	0.013	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.821	0.000	0.018	0.001	0.000	0.005	0.001	0.000	0.001	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.003	0.000	0.000	0.920	0.000	0.001	0.000	0.000	0.000	0.015	0.000	0.001	0.001	0.789
90	0.000	0.173	0.000	0.019	0.000	0.180	0.564	0.001	0.013	0.000	0.000	0.036	0.000	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.991	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.173	0.136	0.076	0.653	0.000	0.035	0.000	0.001	0.000	0.000	0.000	0.097	0.000	0.000	0.201	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.401	0.000	0.267	0.273	0.002	0.000	0.000	0.000	0.068	0.000	0.000	0.000	0.262	0.000	0.000	0.000	0.880	0.570
91	0.000	0.726	0.006	0.008	0.001	0.121	0.248	0.001	0.710	0.028	0.004	0.227	0.011	0.031	0.000	0.003	0.000	0.002	0.142	0.000	1.000	0.000	0.030	0.088	0.006	0.000	0.000	0.000	0.728	0.000	0.000	0.262	0.000	0.629	0.005	0.003	0.000	0.500	0.003	0.008	0.037	0.021	0.196	0.001	0.000	0.002	0.013	0.000	0.000	0.006	0.000	0.000	0.003	0.074	0.000	0.000	0.005	0.001	0.000	0.000	0.000	0.073	0.000	0.979	0.033	0.033	0.000	0.001	0.024	0.000	0.000	0.004	0.000	0.001	0.006	0.000	0.043	1.000	0.969
92	0.000	0.000	0.007	0.016	0.000	0.000	0.000	0.002	0.014	0.000	0.001	0.000	0.917	0.001	0.000	0.000	0.000	0.001	0.013	0.000	0.000	0.000	0.000	0.924	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.003	0.005	0.000	0.010	0.016	0.000	0.003	0.001	0.000	0.905	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.011	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.009
93	0.000	0.000	0.008	0.238	0.000	0.000	0.001	0.566	0.128	0.508	0.003	0.001	0.006	0.002	0.003	0.000	0.004	0.000	0.155	0.000	0.000	0.000	0.000	0.019	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.003	0.556	0.000	0.013	0.001	0.000	0.002	0.009	0.000	0.005	0.001	0.001	0.008	0.010	0.045	0.000	0.000	0.000	0.001	0.145	0.000	0.004	0.000	0.002	0.000	0.000	0.004	0.000	0.002	0.000	0.000	0.024	0.000	0.000	0.616	0.000	0.001	0.001	0.004	0.000	0.590	0.006	0.001	0.001	0.646
96	0.000	0.350	0.001	0.005	0.001	0.748	0.221	0.005	0.048	0.004	0.000	0.584	0.020	0.000	0.000	0.025	0.000	0.000	0.339	0.000	1.000	0.002	0.215	0.024	0.001	0.000	0.000	0.000	0.338	0.000	0.000	0.237	0.000	0.747	0.002	0.005	0.000	0.012	0.000	0.603	0.000	0.006	0.790	0.001	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.028	0.000	0.000	0.000	0.000	0.093	0.000	0.568	0.132	0.037	0.000	0.001	0.011	0.000	0.000	0.000	0.000	0.455	0.001	0.000	0.002	0.964	0.782
97	0.000	0.000	0.116	0.045	0.005	0.000	0.000	0.015	0.164	0.027	0.002	0.000	0.029	0.008	0.000	0.000	0.000	0.295	0.157	0.005	0.000	0.000	0.000	0.226	0.005	0.002	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.071	0.018	0.000	0.014	0.001	0.000	0.002	0.005	0.000	0.005	0.001	0.019	0.001	0.000	0.000	0.128	0.017	0.000	0.009	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.006	0.000	0.006	0.040	0.000	0.006	0.001	0.000	0.000	0.006	0.003	0.002	0.001	0.042
98	0.000	0.000	0.001	0.008	0.000	0.000	0.001	0.001	0.111	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.010	0.000	0.977	0.000	0.000	0.000	0.001	0.007	0.240	0.924	0.013	0.000	0.000	0.000	0.000	0.002	0.002	0.000	0.001	0.663	0.005	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.002	0.000	0.001	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.002	0.104	0.808	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007
99	0.419	0.027	0.001	0.017	0.000	0.039	0.127	0.016	0.032	0.004	0.001	0.331	0.010	0.001	0.000	0.006	0.000	0.000	0.000	0.000	0.999	0.000	0.013	0.014	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.592	0.000	0.045	0.001	0.013	0.000	0.003	0.001	0.003	0.000	0.000	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.059	0.000	0.264	0.243	0.007	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.028	0.005	0.000	0.000	0.953	0.913
101	0.000	0.000	0.000	0.017	0.000	0.000	0.000	0.001	0.091	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.001	0.000	0.603	0.000	0.000	0.000	0.000	0.027	0.352	0.007	0.026	0.000	0.000	0.000	0.000	0.095	0.000	0.000	0.001	0.000	0.008	0.000	0.000	0.000	0.001	0.000	0.000	0.241	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.082	0.044	0.000	0.000	0.000	0.187	0.000	0.000	0.000	0.001	0.000	0.000	0.011	0.001	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002
102	0.000	0.000	0.001	0.469	0.000	0.000	0.000	0.069	0.057	0.148	0.000	0.001	0.003	0.000	0.001	0.000	0.003	0.401	0.008	0.114	0.000	0.000	0.000	0.001	0.189	0.009	0.019	0.050	0.000	0.000	0.000	0.000	0.162	0.002	0.001	0.032	0.000	0.060	0.002	0.000	0.001	0.351	0.000	0.001	0.106	0.000	0.000	0.000	0.000	0.001	0.044	0.001	0.001	0.505	0.097	0.000	0.000	0.000	0.089	0.000	0.000	0.000	0.000	0.000	0.000	0.115	0.019	0.007	0.054	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.001	0.029
104	0.000	0.467	0.000	0.003	0.000	0.000	0.000	0.000	0.429	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.949	1.000	0.000	0.000	0.001	0.019	0.055	0.474	0.506	0.482	0.000	0.000	0.001	0.163	0.024	0.000	0.001	0.093	0.002	0.000	0.000	0.000	0.003	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.952	0.519	0.001	0.137	0.405	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.005
105	0.000	0.146	0.000	0.011	0.000	0.002	0.000	0.001	0.064	0.001	0.000	0.001	0.000	0.000	0.001	0.000	0.000	0.000	0.001	0.407	1.000	0.000	0.000	0.000	0.820	0.006	0.212	0.164	0.149	0.000	0.000	0.004	0.051	0.017	0.000	0.001	0.016	0.026	0.000	0.000	0.000	0.006	0.002	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.052	0.001	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.889	0.005	0.002	0.889	0.005	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.481	0.008
106	0.000	0.000	0.103	0.015	0.003	0.000	0.000	0.004	0.564	0.004	0.004	0.000	0.064	0.011	0.000	0.000	0.000	0.003	0.076	0.017	0.000	0.000	0.000	0.609	0.007	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.089	0.007	0.005	0.004	0.002	0.000	0.009	0.009	0.000	0.006	0.000	0.029	0.000	0.000	0.000	0.007	0.001	0.000	0.000	0.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.002	0.029	0.007	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.022
107	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.001	0.490	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.971	0.000	0.000	0.000	0.001	0.007	0.014	0.923	0.393	0.000	0.000	0.000	0.000	0.007	0.001	0.000	0.006	0.832	0.003	0.000	0.000	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.009	0.005	0.000	0.002	0.071	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.979	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.009
108	0.000	0.010	0.000	0.005	0.000	0.851	0.671	0.002	0.018	0.000	0.000	0.519	0.000	0.000	0.000	0.672	0.000	0.000	0.000	0.000	0.999	0.000	0.412	0.000	0.001	0.000	0.000	0.000	0.010	0.000	0.000	0.575	0.000	0.030	0.000	0.002	0.000	0.003	0.000	0.338	0.000	0.000	0.918	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.867	0.000	0.000	0.000	0.000	0.275	0.000	0.401	0.301	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.156	0.010	0.000	0.000	0.985	0.882
109	0.947	0.797	0.000	0.012	0.000	0.006	0.003	0.006	0.005	0.001	0.000	0.049	0.002	0.000	0.000	0.000	0.000	0.001	0.002	0.083	0.999	0.000	0.001	0.002	0.001	0.003	0.002	0.002	0.801	0.000	0.000	0.073	0.005	0.433	0.001	0.001	0.000	0.011	0.000	0.001	0.000	0.012	0.002	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.092	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.342	0.031	0.006	0.000	0.048	0.001	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.680	0.152
110	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.994	0.000	0.000	0.000	0.001	0.006	0.081	0.124	0.015	0.000	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.001	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.032	0.947	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004
