id	C4	C13	C37	C50	C59	C75	C78	C86	C118	C123	C135	C160	C176	C190	C215	C245	C258	C259	C261	C262	C278	C289	C291	C321	C324	C338	C339	C341	C347	C402	C408	C436	C472	C475	C476	C481	C504	C1167	C1248	C1262	C1286	C1292	C1345	C1349	C1358	C1390	C1391	C1510	C1541	C1548	C1549	C1552	C1564	C1669	C1712	C1765	C1796	C1970	C1985	C2048	C2124	C2309	C2343	C2448	C2449	C2646	C2947	C3082	C3403	C3450	C3473	C3679	C3854	C3879	C3884	C4073	C4103	C4131	C4136
3418	0.000	0.260	0.001	0.017	0.000	0.356	0.031	0.008	0.474	0.001	0.000	0.337	0.001	0.000	0.001	0.009	0.000	0.000	0.066	0.000	1.000	0.007	0.072	0.002	0.005	0.001	0.000	0.001	0.255	0.000	0.000	0.441	0.001	0.257	0.002	0.006	0.000	0.335	0.000	0.012	0.000	0.026	0.297	0.000	0.003	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.221	0.000	0.000	0.018	0.001	0.007	0.000	0.000	0.020	0.000	0.531	0.038	0.207	0.000	0.000	0.001	0.000	0.000	0.001	0.000	0.013	0.011	0.000	0.000	0.923	0.409
3419	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.974	0.000	0.000	0.000	0.000	0.012	0.024	0.569	0.946	0.000	0.000	0.000	0.000	0.052	0.001	0.000	0.000	0.103	0.004	0.000	0.000	0.000	0.002	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.010	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.962	0.031	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004
3420	0.000	0.000	0.000	0.567	0.000	0.000	0.000	0.045	0.031	0.002	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.001	0.025	0.000	0.000	0.000	0.000	0.312	0.005	0.022	0.012	0.000	0.000	0.000	0.000	0.039	0.001	0.000	0.031	0.024	0.148	0.000	0.000	0.000	0.015	0.000	0.000	0.025	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.001	0.045	0.023	0.002	0.000	0.000	0.040	0.000	0.001	0.000	0.000	0.000	0.000	0.179	0.000	0.007	0.000	0.000	0.000	0.000	0.002	0.000	0.014	0.000	0.000	0.000	0.016
3422	0.000	0.000	0.002	0.526	0.000	0.000	0.000	0.121	0.744	0.046	0.000	0.001	0.004	0.000	0.000	0.000	0.013	0.835	0.014	0.028	0.000	0.000	0.000	0.005	0.036	0.001	0.050	0.021	0.000	0.000	0.000	0.000	0.009	0.001	0.002	0.091	0.001	0.027	0.001	0.000	0.000	0.367	0.000	0.001	0.002	0.000	0.000	0.000	0.000	0.007	0.150	0.009	0.002	0.273	0.011	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.069	0.005	0.005	0.010	0.001	0.001	0.000	0.000	0.000	0.022	0.000	0.000	0.001	0.089
3423	0.000	0.000	0.015	0.064	0.000	0.000	0.000	0.017	0.054	0.123	0.080	0.000	0.002	0.024	0.000	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.000	0.019	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.011	0.000	0.005	0.002	0.000	0.137	0.000	0.000	0.001	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.098	0.000	0.000	0.000	0.000	0.000	0.008	0.000	0.004	0.001	0.039
3424	0.000	0.000	0.008	0.060	0.000	0.000	0.000	0.020	0.107	0.080	0.022	0.000	0.009	0.057	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.159	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.002	0.020	0.000	0.005	0.003	0.000	0.078	0.000	0.000	0.003	0.004	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.001	0.000	0.000	0.097	0.000	0.000	0.000	0.000	0.000	0.006	0.000	0.008	0.001	0.053
3425	0.000	0.000	0.012	0.007	0.000	0.000	0.000	0.005	0.003	0.002	0.002	0.000	0.001	0.050	0.002	0.000	0.000	0.013	0.002	0.000	0.000	0.000	0.000	0.001	0.022	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.004	0.001	0.046	0.000	0.000	0.001	0.059	0.000	0.001	0.001	0.000	0.000	0.000	0.951	0.006	0.000	0.000	0.006	0.381	0.000	0.094	0.000	0.000	0.000	0.011	0.055	0.000	0.005	0.000	0.000	0.033	0.000	0.000	0.002	0.000	0.001	0.000	0.083	0.000	0.011	0.007	0.059	0.000	0.011
3426	0.000	0.000	0.080	0.023	0.003	0.000	0.000	0.020	0.070	0.032	0.085	0.000	0.006	0.412	0.000	0.000	0.000	0.000	0.189	0.000	0.000	0.000	0.000	0.053	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.016	0.017	0.000	0.094	0.000	0.000	0.097	0.000	0.000	0.004	0.002	0.013	0.266	0.000	0.000	0.000	0.000	0.000	0.000	0.045	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.037	0.000	0.000	0.043	0.000	0.001	0.094	0.000	0.000	0.005	0.000	0.358	0.000	0.022
3427	0.000	0.000	0.000	0.008	0.000	0.000	0.000	0.008	0.002	0.010	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.121	0.002	0.004	0.000	0.000	0.000	0.000	0.020	0.002	0.001	0.003	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.003	0.001	0.446	0.000	0.000	0.000	0.509	0.000	0.000	0.010	0.000	0.001	0.001	0.027	0.017	0.196	0.000	0.004	0.353	0.002	0.021	0.000	0.000	0.000	0.014	0.024	0.000	0.000	0.000	0.001	0.215	0.000	0.002	0.003	0.000	0.000	0.002	0.031	0.000	0.003	0.001	0.002	0.000	0.008
3428	0.000	0.000	0.000	0.066	0.000	0.000	0.000	0.049	0.063	0.003	0.212	0.000	0.425	0.004	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.519	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.039	0.000	0.002	0.274	0.000	0.354	0.000	0.000	0.038	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.008	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.024
3430	0.973	0.647	0.079	0.003	0.002	0.014	0.131	0.000	0.007	0.001	0.000	0.447	0.014	0.000	0.000	0.000	0.000	0.000	0.058	0.000	0.999	0.000	0.002	0.017	0.002	0.000	0.000	0.000	0.652	0.000	0.000	0.310	0.000	0.657	0.078	0.001	0.000	0.006	0.000	0.000	0.000	0.000	0.010	0.002	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.055	0.000	0.147	0.040	0.005	0.000	0.000	0.001	0.000	0.004	0.000	0.000	0.044	0.003	0.000	0.002	0.920	0.295
3431	0.000	0.000	0.000	0.058	0.000	0.000	0.000	0.062	0.049	0.017	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.044	0.001	0.000	0.000	0.000	0.000	0.001	0.006	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.033	0.000	0.260	0.000	0.000	0.000	0.133	0.000	0.001	0.002	0.000	0.000	0.000	0.000	0.078	0.001	0.000	0.088	0.250	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.091	0.000	0.000	0.003	0.000	0.000	0.001	0.000	0.000	0.134	0.002	0.003	0.002	0.036
3432	0.000	0.000	0.000	0.145	0.000	0.000	0.000	0.152	0.468	0.010	0.000	0.003	0.001	0.000	0.000	0.000	0.001	0.045	0.018	0.000	0.000	0.000	0.000	0.001	0.011	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.002	0.001	0.000	0.061	0.000	0.732	0.000	0.000	0.000	0.269	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.003	0.022	0.000	0.002	0.337	0.001	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.313	0.000	0.000	0.005	0.000	0.000	0.001	0.000	0.000	0.091	0.000	0.000	0.004	0.023
3433	0.000	0.000	0.000	0.117	0.001	0.000	0.000	0.035	0.038	0.001	0.000	0.001	0.000	0.000	0.034	0.000	0.000	0.000	0.001	0.084	0.000	0.000	0.000	0.000	0.794	0.053	0.091	0.027	0.000	0.000	0.000	0.000	0.127	0.002	0.001	0.008	0.006	0.195	0.000	0.000	0.000	0.007	0.000	0.001	0.048	0.001	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.069	0.125	0.003	0.000	0.000	0.122	0.000	0.001	0.000	0.002	0.000	0.000	0.112	0.000	0.048	0.000	0.000	0.002	0.000	0.003	0.000	0.005	0.000	0.000	0.001	0.012
3434	0.857	0.071	0.001	0.018	0.000	0.009	0.011	0.004	0.027	0.000	0.001	0.005	0.001	0.001	0.000	0.000	0.000	0.000	0.002	0.824	0.999	0.000	0.000	0.001	0.162	0.010	0.105	0.017	0.072	0.000	0.000	0.186	0.009	0.020	0.000	0.002	0.043	0.009	0.000	0.000	0.000	0.000	0.005	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.008	0.001	0.000	0.000	0.014	0.000	0.000	0.010	0.000	0.285	0.010	0.004	0.059	0.303	0.000	0.000	0.000	0.000	0.001	0.003	0.000	0.000	0.000	0.787	0.077
3435	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.004	0.209	0.001	0.000	0.000	0.002	0.004	0.000	0.000	0.000	0.006	0.001	0.829	0.000	0.000	0.000	0.003	0.060	0.180	0.273	0.129	0.000	0.000	0.000	0.000	0.054	0.003	0.000	0.007	0.046	0.020	0.000	0.000	0.001	0.014	0.000	0.000	0.008	0.001	0.000	0.000	0.000	0.003	0.001	0.000	0.000	0.070	0.015	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.018	0.033	0.734	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.012
3436	0.000	0.000	0.012	0.035	0.002	0.000	0.000	0.005	0.016	0.014	0.042	0.000	0.022	0.409	0.822	0.000	0.000	0.335	0.007	0.000	0.000	0.000	0.000	0.017	0.074	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.000	0.009	0.003	0.000	0.027	0.007	0.000	0.045	0.018	0.000	0.048	0.001	0.002	0.615	0.458	0.000	0.459	0.000	0.000	0.691	0.051	0.009	0.027	0.000	0.010	0.007	0.514	0.020	0.000	0.027	0.000	0.000	0.016	0.000	0.000	0.014	0.000	0.007	0.009	0.030	0.000	0.740	0.021	0.211	0.000	0.007
3437	0.000	0.000	0.001	0.088	0.000	0.000	0.000	0.040	0.096	0.006	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.003	0.000	0.451	0.000	0.000	0.000	0.001	0.472	0.313	0.269	0.186	0.000	0.000	0.000	0.000	0.547	0.000	0.000	0.041	0.016	0.036	0.000	0.000	0.000	0.010	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.005	0.000	0.000	0.002	0.134	0.428	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.019	0.000	0.283	0.001	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.026
3438	0.000	0.000	0.000	0.010	0.000	0.000	0.000	0.002	0.004	0.001	0.000	0.000	0.000	0.001	0.004	0.000	0.000	0.889	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.072	0.000	0.000	0.000	0.730	0.000	0.000	0.001	0.000	0.000	0.000	0.328	0.824	0.001	0.000	0.745	0.531	0.000	0.004	0.000	0.000	0.001	0.938	0.004	0.000	0.001	0.000	0.000	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.089	0.392	0.001	0.000	0.003
3439	0.000	0.000	0.017	0.029	0.000	0.000	0.000	0.006	0.228	0.044	0.178	0.000	0.004	0.077	0.000	0.000	0.000	0.001	0.007	0.000	0.000	0.000	0.000	0.145	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.008	0.000	0.004	0.002	0.000	0.226	0.000	0.000	0.002	0.001	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.013	0.000	0.013	0.001	0.030
3440	0.000	0.000	0.048	0.183	0.027	0.000	0.000	0.065	0.091	0.011	0.001	0.001	0.005	0.115	0.010	0.000	0.000	0.081	0.455	0.001	0.000	0.000	0.000	0.011	0.297	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.005	0.001	0.056	0.047	0.000	0.045	0.000	0.000	0.001	0.170	0.000	0.009	0.027	0.027	0.000	0.001	0.034	0.076	0.001	0.000	0.053	0.478	0.002	0.010	0.000	0.001	0.004	0.137	0.003	0.000	0.030	0.000	0.000	0.305	0.000	0.000	0.010	0.000	0.033	0.002	0.008	0.000	0.069	0.164	0.111	0.000	0.132
3441	0.000	0.000	0.003	0.257	0.001	0.000	0.000	0.219	0.072	0.012	0.055	0.001	0.006	0.656	0.007	0.000	0.000	0.000	0.013	0.001	0.000	0.000	0.000	0.009	0.029	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.055	0.001	0.001	0.042	0.000	0.017	0.002	0.000	0.019	0.014	0.000	0.004	0.045	0.001	0.023	0.001	0.000	0.000	0.000	0.000	0.000	0.699	0.015	0.001	0.000	0.009	0.005	0.000	0.000	0.000	0.014	0.000	0.000	0.272	0.000	0.000	0.020	0.000	0.001	0.023	0.001	0.000	0.077	0.000	0.313	0.001	0.047
3442	0.000	0.000	0.006	0.040	0.001	0.000	0.001	0.037	0.845	0.110	0.153	0.001	0.475	0.594	0.001	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.849	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.002	0.005	0.030	0.000	0.071	0.095	0.000	0.414	0.001	0.000	0.375	0.005	0.004	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.041	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.386	0.000	0.000	0.004	0.000	0.000	0.129	0.000	0.001	0.002	0.000	0.000	0.079	0.000	0.081	0.001	0.074
3443	0.000	0.000	0.001	0.082	0.001	0.000	0.000	0.049	0.042	0.003	0.001	0.000	0.001	0.007	0.369	0.000	0.000	0.028	0.002	0.128	0.000	0.000	0.000	0.002	0.311	0.056	0.297	0.122	0.000	0.000	0.000	0.000	0.077	0.001	0.003	0.032	0.065	0.105	0.000	0.000	0.001	0.071	0.000	0.003	0.037	0.001	0.000	0.000	0.006	0.014	0.001	0.000	0.004	0.066	0.074	0.386	0.000	0.000	0.001	0.026	0.088	0.000	0.008	0.000	0.000	0.069	0.001	0.092	0.001	0.000	0.002	0.000	0.389	0.000	0.031	0.006	0.002	0.001	0.015
3444	0.000	0.000	0.002	0.332	0.000	0.000	0.000	0.030	0.080	0.009	0.002	0.001	0.001	0.001	0.133	0.000	0.001	0.698	0.255	0.001	0.000	0.000	0.000	0.001	0.221	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.001	0.004	0.012	0.001	0.017	0.000	0.000	0.001	0.070	0.000	0.002	0.007	0.000	0.001	0.002	0.002	0.622	0.001	0.005	0.412	0.188	0.003	0.005	0.000	0.000	0.487	0.657	0.003	0.000	0.003	0.000	0.000	0.026	0.000	0.000	0.003	0.000	0.004	0.001	0.005	0.000	0.857	0.036	0.001	0.000	0.008
3445	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.002	0.009	0.015	0.000	0.000	0.000	0.000	0.004	0.000	0.000	0.009	0.002	0.135	0.000	0.000	0.000	0.000	0.682	0.161	0.002	0.155	0.000	0.000	0.000	0.000	0.164	0.001	0.000	0.001	0.002	0.417	0.000	0.000	0.000	0.036	0.000	0.000	0.020	0.000	0.000	0.000	0.004	0.000	0.014	0.000	0.000	0.442	0.126	0.014	0.000	0.000	0.084	0.000	0.010	0.000	0.000	0.000	0.000	0.016	0.025	0.023	0.002	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.000	0.000	0.006
3446	0.000	0.254	0.019	0.029	0.000	0.740	0.082	0.008	0.075	0.022	0.002	0.023	0.345	0.004	0.001	0.019	0.001	0.000	0.007	0.000	0.999	0.006	0.010	0.496	0.001	0.000	0.000	0.000	0.257	0.000	0.000	0.628	0.001	0.034	0.005	0.008	0.000	0.483	0.006	0.059	0.011	0.030	0.768	0.152	0.002	0.001	0.005	0.001	0.000	0.001	0.000	0.000	0.001	0.075	0.000	0.000	0.037	0.009	0.001	0.000	0.000	0.054	0.020	0.899	0.013	0.124	0.000	0.000	0.015	0.000	0.001	0.021	0.000	0.024	0.045	0.001	0.022	0.997	0.852
3447	0.000	0.000	0.001	0.014	0.000	0.000	0.000	0.001	0.043	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.976	0.000	0.000	0.000	0.001	0.356	0.413	0.957	0.012	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.002	0.049	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.010	0.000	0.000	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.175	0.801	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.004
3448	0.823	0.001	0.022	0.037	0.002	0.000	0.000	0.010	0.055	0.001	0.000	0.000	0.006	0.001	0.000	0.000	0.000	0.006	0.023	0.406	0.000	0.000	0.000	0.007	0.014	0.008	0.197	0.002	0.000	0.000	0.000	0.001	0.001	0.004	0.023	0.009	0.000	0.004	0.000	0.000	0.001	0.000	0.000	0.000	0.001	0.003	0.000	0.000	0.000	0.003	0.001	0.000	0.000	0.003	0.002	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.006	0.316	0.002	0.000	0.003	0.000	0.000	0.000	0.002	0.000	0.001	0.002	0.357
3449	0.000	0.000	0.002	0.830	0.000	0.000	0.000	0.109	0.073	0.021	0.000	0.000	0.003	0.001	0.000	0.000	0.000	0.008	0.044	0.014	0.000	0.000	0.000	0.003	0.079	0.004	0.018	0.001	0.000	0.000	0.000	0.000	0.002	0.001	0.001	0.088	0.001	0.041	0.000	0.000	0.002	0.004	0.000	0.001	0.002	0.001	0.000	0.000	0.000	0.006	0.002	0.000	0.001	0.164	0.001	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.001	0.000	0.000	0.355	0.000	0.007	0.005	0.000	0.001	0.000	0.000	0.000	0.014	0.000	0.001	0.001	0.041
3450	0.000	0.000	0.000	0.015	0.000	0.000	0.000	0.005	0.868	0.006	0.000	0.000	0.001	0.001	0.000	0.000	0.011	0.811	0.000	0.169	0.000	0.000	0.000	0.003	0.003	0.004	0.123	0.006	0.000	0.000	0.000	0.000	0.001	0.001	0.000	0.007	0.369	0.010	0.000	0.000	0.002	0.159	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.015	0.308	0.002	0.001	0.162	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.034	0.055	0.002	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.011
3451	0.000	0.000	0.000	0.045	0.000	0.000	0.000	0.009	0.018	0.002	0.000	0.000	0.000	0.002	0.079	0.000	0.000	0.106	0.000	0.014	0.000	0.000	0.000	0.000	0.610	0.003	0.005	0.013	0.000	0.000	0.000	0.000	0.012	0.001	0.000	0.007	0.015	0.100	0.000	0.000	0.000	0.059	0.000	0.001	0.002	0.000	0.000	0.000	0.001	0.157	0.000	0.000	0.073	0.078	0.015	0.264	0.000	0.000	0.000	0.091	0.099	0.000	0.001	0.000	0.000	0.025	0.000	0.014	0.000	0.000	0.001	0.000	0.303	0.000	0.050	0.064	0.000	0.001	0.015
3452	0.000	0.000	0.015	0.281	0.001	0.000	0.000	0.427	0.561	0.084	0.024	0.001	0.112	0.008	0.001	0.000	0.002	0.003	0.143	0.001	0.000	0.000	0.000	0.422	0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.011	0.001	0.011	0.187	0.000	0.027	0.028	0.000	0.074	0.011	0.000	0.090	0.014	0.002	0.027	0.003	0.000	0.005	0.000	0.000	0.008	0.203	0.003	0.000	0.000	0.002	0.078	0.000	0.000	0.000	0.009	0.000	0.000	0.068	0.000	0.000	0.070	0.000	0.007	0.009	0.000	0.000	0.744	0.001	0.009	0.001	0.155
3454	0.000	0.000	0.001	0.044	0.001	0.000	0.000	0.003	0.035	0.001	0.000	0.000	0.001	0.000	0.001	0.000	0.000	0.001	0.001	0.952	0.000	0.000	0.000	0.001	0.118	0.771	0.884	0.103	0.000	0.000	0.000	0.000	0.074	0.000	0.001	0.005	0.001	0.010	0.000	0.000	0.000	0.001	0.000	0.000	0.003	0.001	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.033	0.039	0.000	0.000	0.000	0.011	0.000	0.000	0.000	0.000	0.000	0.000	0.016	0.003	0.824	0.000	0.000	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.018
3456	0.000	0.000	0.100	0.053	0.061	0.000	0.000	0.046	0.405	0.010	0.013	0.000	0.092	0.303	0.001	0.000	0.000	0.006	0.067	0.003	0.000	0.000	0.000	0.260	0.218	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.033	0.001	0.073	0.021	0.000	0.767	0.013	0.000	0.028	0.123	0.000	0.123	0.065	0.061	0.887	0.017	0.000	0.001	0.001	0.000	0.000	0.515	0.007	0.001	0.000	0.144	0.058	0.000	0.000	0.000	0.092	0.000	0.000	0.534	0.000	0.001	0.008	0.000	0.021	0.649	0.001	0.000	0.009	0.000	0.560	0.000	0.034
3457	0.000	0.000	0.000	0.013	0.000	0.000	0.000	0.007	0.026	0.001	0.000	0.000	0.000	0.001	0.065	0.000	0.000	0.000	0.001	0.735	0.000	0.000	0.000	0.000	0.017	0.134	0.026	0.288	0.000	0.000	0.000	0.000	0.369	0.002	0.000	0.002	0.001	0.519	0.000	0.000	0.000	0.008	0.000	0.000	0.398	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.054	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.007	0.008	0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.009
3458	0.000	0.000	0.001	0.622	0.000	0.000	0.000	0.288	0.161	0.016	0.000	0.000	0.002	0.000	0.002	0.000	0.000	0.031	0.021	0.097	0.000	0.000	0.000	0.002	0.607	0.015	0.026	0.026	0.000	0.000	0.000	0.000	0.066	0.002	0.003	0.086	0.000	0.728	0.000	0.000	0.000	0.078	0.000	0.000	0.058	0.001	0.000	0.000	0.000	0.004	0.033	0.000	0.001	0.342	0.041	0.002	0.000	0.000	0.176	0.000	0.000	0.000	0.001	0.000	0.000	0.358	0.000	0.007	0.003	0.000	0.003	0.000	0.001	0.000	0.005	0.000	0.000	0.001	0.023
3459	0.000	0.000	0.000	0.135	0.000	0.000	0.000	0.011	0.030	0.001	0.000	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.148	0.000	0.000	0.000	0.000	0.045	0.126	0.006	0.005	0.000	0.000	0.000	0.000	0.007	0.001	0.000	0.005	0.000	0.465	0.000	0.000	0.000	0.002	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.174	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.142	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.001	0.010
3460	0.000	0.000	0.655	0.041	0.025	0.000	0.000	0.008	0.041	0.023	0.001	0.000	0.003	0.001	0.000	0.000	0.000	0.000	0.600	0.000	0.000	0.000	0.000	0.026	0.003	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.091	0.010	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.025	0.000	0.003	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.018
3461	0.000	0.000	0.000	0.476	0.000	0.000	0.000	0.257	0.108	0.012	0.000	0.001	0.003	0.000	0.002	0.000	0.000	0.001	0.008	0.003	0.000	0.000	0.000	0.002	0.047	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.099	0.001	0.000	0.037	0.000	0.258	0.000	0.000	0.000	0.048	0.000	0.001	0.080	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.001	0.605	0.043	0.000	0.000	0.000	0.123	0.000	0.000	0.000	0.001	0.000	0.000	0.148	0.000	0.000	0.002	0.000	0.000	0.001	0.000	0.000	0.015	0.000	0.000	0.002	0.028
3462	0.000	0.000	0.001	0.057	0.000	0.000	0.000	0.002	0.125	0.001	0.000	0.000	0.002	0.000	0.001	0.000	0.000	0.615	0.003	0.036	0.000	0.000	0.000	0.002	0.643	0.045	0.028	0.029	0.000	0.000	0.000	0.000	0.029	0.001	0.000	0.003	0.030	0.058	0.000	0.000	0.000	0.178	0.000	0.001	0.056	0.000	0.000	0.000	0.000	0.009	0.059	0.002	0.000	0.420	0.017	0.000	0.000	0.000	0.097	0.001	0.000	0.000	0.000	0.000	0.000	0.045	0.014	0.009	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.012
3463	0.000	0.100	0.000	0.001	0.000	0.975	0.318	0.002	0.010	0.001	0.000	0.417	0.000	0.000	0.000	0.338	0.000	0.000	0.002	0.000	1.000	0.622	0.781	0.000	0.001	0.000	0.000	0.001	0.094	0.000	0.000	0.272	0.000	0.268	0.000	0.000	0.000	0.007	0.000	0.357	0.000	0.099	0.982	0.000	0.001	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.179	0.000	0.000	0.663	0.000	0.000	0.000	0.000	0.445	0.000	0.701	0.535	0.631	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.428	0.003	0.000	0.000	0.969	0.671
3464	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.998	0.000	0.000	0.000	0.000	0.002	0.049	0.723	0.627	0.000	0.000	0.000	0.000	0.006	0.001	0.000	0.000	0.088	0.004	0.000	0.000	0.000	0.002	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.001	0.983	0.057	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.004
