sharedname	SMARTS	complementary
Frag_5209	CCOC(=O)CNC=O	
Frag_5211	CCOC(=O)N	
Frag_5214	CCOC=O	
Frag_5217	CCS	
Frag_5221	CCS(=O)(=O)O	
Frag_5222	CCS(=O)=O	
Frag_5223	CCS=O	
Frag_5224	CCSC	
Frag_5226	CCSC(C)C	
Frag_5228	CCSCC	
Frag_5252	Clc1ccc(C=O)cc1	
Frag_5265	Clc1ccc(NC=O)cc1	
Frag_5271	Clc1cccc(C=N)c1	
Frag_5272	Clc1cccc(C=O)c1	
Frag_5275	Clc1cccc(NC=O)c1	
Frag_5280	Clc1ccccc1C=O	
Frag_5284	Clc1cccnc1	
Frag_5288	ClCC=O	
Frag_5290	CN	
Frag_5292	CN(C)C	
Frag_5295	CN(C)C(=O)N	
Frag_5297	CN(C)C=O	
Frag_5300	CN(C)c1ccccc1	
Frag_5301	CN(C)CC(=O)N	
Frag_5302	CN(C)CC=O	
Frag_5303	CN(C)CCC=O	
Frag_5305	CN(C)CCCNC=O	
Frag_5306	CN(C)CCCOC=O	
Frag_5307	CN(C)CCOC=O	
Frag_5309	CN(C)S(=O)=O	
Frag_5313	CN(CCO)CCO	
Frag_5315	CN=C	
Frag_5319	CN1C2CCC1CCC2	
Frag_5322	CN1CCCC1	
Frag_5323	CN1CCCCC1	
Frag_5324	Cn1cccn1	
Frag_5329	CN1CCNCC1	
Frag_5330	CN1CCOCC1	
Frag_5334	CNC	
Frag_5336	CNC(=O)C	
Frag_5338	CNC(=O)CCC(=O)O	
Frag_5339	CNC(=O)CCl	
Frag_5340	CNC(=O)CO	
Frag_5341	CNC(=O)N	
Frag_5342	CNC(=O)O	
Frag_5344	CNC(C)(C)C	
Frag_5345	CNC(C)C	
Frag_5348	CNC=C	
Frag_5350	CNC=O	
Frag_5351	CNc1ccccc1	
Frag_5352	CNc1ncncn1	
Frag_5353	CNCC(=O)N	
Frag_5354	CNCC(C)O	
Frag_5355	CNCC(O)CO	
Frag_5356	CNCCO	
Frag_5363	CNS(=O)=O	
Frag_5367	COC(=O)C	
Frag_5368	COC(=O)C(C)NC(=O)CO	
Frag_5369	COC(=O)C(C)NC=O	
Frag_5374	COC(=O)CN	
Frag_5375	COC(=O)CO	
Frag_5376	COC(=O)N	
Frag_5379	COC=O	
Frag_5397	COc1ccc(OC)cc1	
Frag_5398	COc1ccc2[nH]ccc2c1	
Frag_5405	COc1cccc(c1)C(=O)O	
Frag_5406	COc1cccc(OC)c1	
Frag_5407	COc1cccc(OC)c1OC	
Frag_5411	COc1ccccc1Cl	
Frag_5413	COc1ccccc1O	
Frag_5414	COc1ccccc1OC	
Frag_5423	COCC(C)O	
Frag_5426	COS(=O)=O	
Frag_5427	CS	
Frag_5431	CS(=O)=O	
Frag_5436	CS(c1ccccc1)	(CSc1ccccc1)
Frag_5439	CSCCCC(=O)O	
Frag_5454	FC(F)(F)c1ccccc1	
Frag_5467	Fc1ccc(C=O)cc1	
Frag_5473	Fc1cccc(F)c1	
Frag_5485	Ic1ccccc1	
Frag_5496	N=C(c1ccccc1)c2ccccc2	
Frag_5521	N=Cc1ccccc1	
Frag_5529	N1c2ccccc2S(c3ccccc13)	(N1c2ccccc2Sc3ccccc13)
Frag_5530	NC(=N)N	
Frag_5547	NC(=O)C=C	
Frag_5550	NC(=O)C=Cc1ccccc1	
Frag_5571	NC(=O)c1ccc(N)cc1	
Frag_5590	NC(=O)CC=O	
Frag_5591	NC(=O)CCC(=O)O	
Frag_5593	NC(=O)CCCC(=O)O	
Frag_5596	NC(=O)CCCO	
Frag_5597	NC(=O)CCl	
Frag_5599	NC(=O)CO	
Frag_5600	NC(=O)CS	
Frag_5605	NC(=O)NC=O	
Frag_5613	NC(=O)O	
Frag_5617	NC(=S)N	
Frag_5633	NC(CO)CO	
Frag_5639	NC=C	
Frag_5645	NC=O	
Frag_5646	NC=S	
Frag_5651	Nc1ccc(C=O)cc1	
Frag_5654	Nc1ccc(cc1)S(=O)(=O)N	
Frag_5655	Nc1ccc(cc1)S(=O)=O	
Frag_5658	Nc1ccc(Cl)cc1	
Frag_5664	Nc1cccc(c1)[N+](=O)[O-]	
Frag_5666	Nc1cccc(c1)C(F)(F)F	
Frag_5667	Nc1cccc(Cl)c1	
Frag_5673	Nc1ccccc1[N+](=O)[O-]	
Frag_5675	Nc1ccccc1Cl	
Frag_5676	Nc1ccccc1O	
Frag_5682	Nc1ncccn1	
Frag_5683	Nc1nccs1	
Frag_5687	Nc1ncncn1	
Frag_5689	NCC(=O)N	
Frag_5691	NCC(=O)O	
Frag_5692	NCC(O)CO	
Frag_5693	NCC=C	
Frag_5694	NCC=O	
Frag_5695	NCc1ccccc1	
Frag_5698	NCCC(=O)O	
Frag_5699	NCCC=O	
Frag_5700	NCCCC(=O)O	
Frag_5701	NCCCO	
Frag_5702	NCCN	
Frag_5703	NCCO	
Frag_5704	NCCS	
Frag_5734	NS(=O)(=O)c1ccccc1	
Frag_5736	NS(=O)=O	
Frag_5743	O=C(C=Cc1ccccc1)c2ccccc2	
Frag_5744	O=C(c1ccccc1)c2ccccc2	
Frag_5757	O=c1[nH]cnc2n(cnc12)C3CCCO3	
Frag_5764	O=c1c(coc2ccccc12)c3ccccc3	
Frag_5776	O=C1c2ccccc2C(=O)c3ccccc13	
Frag_5792	O=c1cc[nH]cn1	
Frag_5802	O=c1ccc2ccccc2o1	
Frag_5806	O=C1CCCC=C1	
Frag_5807	O=C1CCCC1	
Frag_5816	O=C1CCCCC1	
Frag_5818	O=c1cccco1	
Frag_5819	O=C1CCCN1	
Frag_5821	O=C1CCCO1	
Frag_5824	O=c1ccnc[nH]1	
Frag_5826	O=c1ccoc2ccccc12	
Frag_5860	O=C1NCc2ccccc12	
Frag_5861	O=c1nccc[nH]1	
Frag_5872	O=C1OCc2ccccc12	
Frag_5887	O=CC1CC1	
Frag_5900	O=CC1CCCC1	
Frag_5902	O=Cc1cccc2ccccc12	
Frag_5903	O=CC1CCCCC1	
Frag_5904	O=Cc1ccccc1C=O	
Frag_5906	O=Cc1ccccn1	
Frag_5907	O=Cc1cccnc1	
Frag_5920	O=CCC=O	
Frag_5924	O=CCc1ccccc1	
Frag_5927	O=CCCC=O	
Frag_5928	O=CCCc1c[nH]c2ccccc12	
Frag_5929	O=CCCc1ccccc1	
Frag_5930	O=CCCCC=O	
Frag_5931	O=CCCCc1ccccc1	
Frag_5932	O=CCCCCC=O	
Frag_5933	O=CCCCCCCC=O	
Frag_5939	O=CCNC=O	
Frag_5941	O=CCOC=O	
Frag_5945	O=CN1CCc2ccccc12	
Frag_5946	O=CN1CCCC1	
Frag_5947	O=CN1CCCCC1	
Frag_5960	O=CNC1CCCCC1	
Frag_5965	O=CNCCNC=O	
Frag_5991	O=COc1ccccc1	
Frag_5999	O=S(=O)c1ccccc1	
Frag_6018	OC(=O)C=C	
Frag_6020	OC(=O)C=Cc1ccccc1	
Frag_6041	OC(=O)c1ccc(O)cc1	
Frag_6053	OC(=O)c1ccccc1	
Frag_6054	OC(=O)c1ccccc1C(=O)O	
Frag_6055	OC(=O)c1ccccc1C=O	
Frag_6058	OC(=O)c1ccccc1O	
Frag_6059	OC(=O)C1CCCN1	
Frag_6067	OC(=O)Cc1ccccc1	
Frag_6071	OC(=O)CCC=O	
Frag_6072	OC(=O)CCc1c[nH]c2ccccc12	
Frag_6073	OC(=O)CCc1ccccc1	
Frag_6074	OC(=O)CCCC(=O)O	
Frag_6075	OC(=O)CCCC=O	
Frag_6076	OC(=O)CCCCC=O	
Frag_6077	OC(=O)CCCCCNC=O	
Frag_6079	OC(=O)CCCNC=O	
Frag_6082	OC(=O)CCNC=O	
Frag_6086	OC(=O)CNC=O	
Frag_6097	OC(CC=C)CC=C	
Frag_6113	Oc1cc(=O)oc2ccccc12	
Frag_6116	Oc1cc(O)cc(O)c1	
Frag_6125	Oc1ccc(C=O)cc1	
Frag_6126	Oc1ccc(C=O)cc1O	
Frag_6136	Oc1ccc(CCC=O)cc1	
Frag_6137	Oc1ccc(Cl)cc1	
Frag_6140	Oc1ccc(Cl)cc1C=O	
Frag_6141	Oc1ccc(Cl)cc1Cl	
Frag_6144	Oc1ccc(O)cc1	
Frag_6146	Oc1ccc2c(=O)ccoc2c1	
Frag_6155	Oc1cccc(C=O)c1	
Frag_6157	Oc1cccc(CC=O)c1	
Frag_6160	Oc1cccc(O)c1	
Frag_6161	Oc1cccc(O)c1O	
Frag_6162	OC1CCCC1	
Frag_6164	Oc1cccc2cccnc12	
Frag_6171	Oc1ccccc1C=O	
Frag_6172	Oc1ccccc1Cc2ccccc2	
Frag_6175	Oc1ccccc1I	
Frag_6178	Oc1ccccc1O	
Frag_6182	OCC#C	
Frag_6186	OCC(=O)c1ccccc1	
Frag_6211	OCC(=O)O	
Frag_6218	OCC=C	
Frag_6219	OCC=O	
Frag_6221	OCc1ccccc1	
Frag_6223	OCc1ccccc1C=O	
Frag_6225	OCC1OCC(O)C(O)C1O	
Frag_6226	OCC1OCC(O)C1O	
Frag_6228	OCCc1ccccc1	
Frag_6229	OCCCC=O	
Frag_6230	OCCCl	
Frag_6231	OCCCNC=O	
Frag_6232	OCCF	
Frag_6234	OCCNC=O	
Frag_6235	OCCNCCO	
Frag_6238	OCCOC=O	
Frag_6239	OCCS	
Frag_6243	ONC=O	
Frag_6244	OP(=O)(O)O	
Frag_6247	OS(=O)(=O)c1ccccc1	
Frag_6250	OS(=O)=O	
Frag_6261	S(c1ccccc1)	(Sc1ccccc1)
Frag_6264	SCC=O	
Frag_6265	SCc1ccccc1	
Frag_6266	SCCC=O	
Frag_6271	ECFP6:-2145463494	
Frag_6272	ECFP6:-2143290736	
Frag_6273	ECFP6:-2135753740	
Frag_6274	ECFP6:-2133101747	
Frag_6275	ECFP6:-2129264906	
Frag_6276	ECFP6:-2126392579	
Frag_6278	ECFP6:-2124081867	
Frag_6279	ECFP6:-2121384067	
Frag_6280	ECFP6:-2118842148	
Frag_6281	ECFP6:-2116198713	
Frag_6282	ECFP6:-2114446392	
Frag_6283	ECFP6:-2113420786	
Frag_6285	ECFP6:-2104851745	
Frag_6286	ECFP6:-2101382639	
Frag_6287	ECFP6:-2100287608	
Frag_6288	ECFP6:-2098719325	
Frag_6290	ECFP6:-2094027538	
Frag_6291	ECFP6:-2090470536	
Frag_6293	ECFP6:-2078917186	
Frag_6294	ECFP6:-2078239523	
Frag_6295	ECFP6:-2075546127	
Frag_6298	ECFP6:-2072256951	
Frag_6299	ECFP6:-2066149583	
Frag_6300	ECFP6:-2061858470	
Frag_6301	ECFP6:-2049386270	
Frag_6302	ECFP6:-2048744567	
Frag_6305	ECFP6:-2044401470	
Frag_6306	ECFP6:-2038449433	
Frag_6307	ECFP6:-2035159454	
Frag_6309	ECFP6:-2030939070	
Frag_6311	ECFP6:-2026315407	
Frag_6313	ECFP6:-2022139491	
Frag_6314	ECFP6:-2019425053	
Frag_6316	ECFP6:-2015207159	
Frag_6317	ECFP6:-2014766407	
Frag_6318	ECFP6:-2014412235	
Frag_6322	ECFP6:-2008051339	
Frag_6323	ECFP6:-2007276245	
Frag_6324	ECFP6:-2000301424	
Frag_6325	ECFP6:-1998315089	
Frag_6326	ECFP6:-1997107826	
Frag_6327	ECFP6:-1993148702	
Frag_6328	ECFP6:-1991421486	
Frag_6330	ECFP6:-1990227648	
Frag_6331	ECFP6:-1989183040	
Frag_6332	ECFP6:-1988899226	
Frag_6333	ECFP6:-1988521759	
Frag_6334	ECFP6:-1985886593	
Frag_6335	ECFP6:-1982558098	
Frag_6336	ECFP6:-1981687935	
Frag_6337	ECFP6:-1981617739	
Frag_6338	ECFP6:-1980926774	
Frag_6339	ECFP6:-1979469499	
Frag_6340	ECFP6:-1977804104	
Frag_6341	ECFP6:-1976823251	
Frag_6343	ECFP6:-1971782385	
Frag_6344	ECFP6:-1967232106	
Frag_6345	ECFP6:-1965138341	
Frag_6346	ECFP6:-1962780935	
Frag_6348	ECFP6:-1952865513	
Frag_6349	ECFP6:-1952168937	
Frag_6350	ECFP6:-1951192287	
Frag_6351	ECFP6:-1949624908	
Frag_6352	ECFP6:-1948933929	
Frag_6353	ECFP6:-1947300539	
Frag_6354	ECFP6:-1947150114	
Frag_6356	ECFP6:-1943046520	
Frag_6359	ECFP6:-1940402703	
Frag_6361	ECFP6:-1939372245	
Frag_6365	ECFP6:-1926902634	
Frag_6366	ECFP6:-1923447330	
Frag_6367	ECFP6:-1917440730	
Frag_6368	ECFP6:-1915969755	
Frag_6369	ECFP6:-1915283553	
Frag_6370	ECFP6:-1914365413	
Frag_6371	ECFP6:-1913475110	
Frag_6372	ECFP6:-1911561263	
Frag_6373	ECFP6:-1910496346	
Frag_6374	ECFP6:-1908652580	
Frag_6375	ECFP6:-1907542613	
Frag_6376	ECFP6:-1907512946	
Frag_6377	ECFP6:-1907119120	
Frag_6378	ECFP6:-1902313901	
Frag_6382	ECFP6:-1899240542	
Frag_6384	ECFP6:-1893325753	
Frag_6386	ECFP6:-1892135336	
Frag_6387	ECFP6:-1888220342	
Frag_6388	ECFP6:-1887931418	
Frag_6391	ECFP6:-1882818802	
Frag_6392	ECFP6:-1881371249	
Frag_6393	ECFP6:-1879818798	
Frag_6394	ECFP6:-1878628914	
Frag_6395	ECFP6:-1878045537	
Frag_6396	ECFP6:-1877513257	
Frag_6397	ECFP6:-1876567787	
Frag_6399	ECFP6:-1875313246	
Frag_6402	ECFP6:-1870464445	
Frag_6404	ECFP6:-1865276293	
Frag_6410	ECFP6:-1852235904	
Frag_6412	ECFP6:-1849231606	
Frag_6414	ECFP6:-1846342056	
Frag_6415	ECFP6:-1845902718	
Frag_6416	ECFP6:-1840834611	
Frag_6417	ECFP6:-1835899761	
Frag_6418	ECFP6:-1830567628	
Frag_6419	ECFP6:-1829124410	
Frag_6420	ECFP6:-1828737432	
Frag_6422	ECFP6:-1826502071	
Frag_6424	ECFP6:-1821883096	
Frag_6425	ECFP6:-1821468646	
Frag_6426	ECFP6:-1820888521	
Frag_6427	ECFP6:-1818571805	
Frag_6428	ECFP6:-1818417626	
Frag_6429	ECFP6:-1814480656	
Frag_6430	ECFP6:-1812997732	
Frag_6431	ECFP6:-1812822688	
Frag_6432	ECFP6:-1811998909	
Frag_6434	ECFP6:-1809286557	
Frag_6438	ECFP6:-1798268938	
Frag_6439	ECFP6:-1788865226	
Frag_6441	ECFP6:-1780596051	
Frag_6442	ECFP6:-1776945319	
Frag_6443	ECFP6:-1775678273	
Frag_6444	ECFP6:-1766293945	
Frag_6445	ECFP6:-1766174115	
Frag_6446	ECFP6:-1765892857	
Frag_6447	ECFP6:-1764236233	
Frag_6448	ECFP6:-1762033451	
Frag_6449	ECFP6:-1754412426	
Frag_6450	ECFP6:-1749940749	
Frag_6451	ECFP6:-1749125445	
Frag_6452	ECFP6:-1744228371	
Frag_6453	ECFP6:-1742223512	
Frag_6456	ECFP6:-1731431412	
Frag_6458	ECFP6:-1725083963	
Frag_6461	ECFP6:-1722101249	
Frag_6462	ECFP6:-1719728134	
Frag_6463	ECFP6:-1715803195	
Frag_6464	ECFP6:-1714393537	
Frag_6467	ECFP6:-1708896615	
Frag_6469	ECFP6:-1698628981	
Frag_6470	ECFP6:-1692403743	
Frag_6471	ECFP6:-1691511413	
Frag_6473	ECFP6:-1685505461	
Frag_6475	ECFP6:-1682615821	
Frag_6477	ECFP6:-1678025958	
Frag_6478	ECFP6:-1675366598	
Frag_6479	ECFP6:-1673058815	
Frag_6481	ECFP6:-1666590604	
Frag_6482	ECFP6:-1665314261	
Frag_6483	ECFP6:-1660638692	
Frag_6484	ECFP6:-1659980306	
Frag_6486	ECFP6:-1652524484	
Frag_6487	ECFP6:-1652220773	
Frag_6488	ECFP6:-1646200261	
Frag_6489	ECFP6:-1642050756	
Frag_6490	ECFP6:-1636305649	
Frag_6491	ECFP6:-1634361294	
Frag_6492	ECFP6:-1626371187	
Frag_6493	ECFP6:-1626266653	
Frag_6494	ECFP6:-1622876630	
Frag_6495	ECFP6:-1621725845	
Frag_6496	ECFP6:-1612467435	
Frag_6497	ECFP6:-1611302312	
Frag_6498	ECFP6:-1610674945	
Frag_6501	ECFP6:-1606665820	
Frag_6502	ECFP6:-1599570602	
Frag_6503	ECFP6:-1593513199	
Frag_6504	ECFP6:-1587174787	
Frag_6506	ECFP6:-1583749151	
Frag_6507	ECFP6:-1580623485	
Frag_6508	ECFP6:-1579216876	
Frag_6509	ECFP6:-1578024622	
Frag_6510	ECFP6:-1578006997	
Frag_6511	ECFP6:-1576202652	
Frag_6512	ECFP6:-1575340491	
Frag_6513	ECFP6:-1573738492	
Frag_6514	ECFP6:-1570124190	
Frag_6515	ECFP6:-1567789182	
Frag_6516	ECFP6:-1567073109	
Frag_6517	ECFP6:-1562560787	
Frag_6518	ECFP6:-1558421588	
Frag_6519	ECFP6:-1558124874	
Frag_6520	ECFP6:-1557188628	
Frag_6521	ECFP6:-1553854625	
Frag_6522	ECFP6:-1553032185	
Frag_6525	ECFP6:-1547341009	
Frag_6528	ECFP6:-1545545675	
Frag_6529	ECFP6:-1541275720	
Frag_6530	ECFP6:-1539498626	
Frag_6531	ECFP6:-1539467423	
Frag_6533	ECFP6:-1538133641	
Frag_6534	ECFP6:-1536459552	
Frag_6535	ECFP6:-1533890112	
Frag_6536	ECFP6:-1528894007	
Frag_6537	ECFP6:-1523736140	
Frag_6538	ECFP6:-1519673729	
Frag_6540	ECFP6:-1512767135	
Frag_6542	ECFP6:-1510873025	
Frag_6543	ECFP6:-1510632028	
Frag_6544	ECFP6:-1509590237	
Frag_6545	ECFP6:-1503773253	
Frag_6547	ECFP6:-1502215992	
Frag_6549	ECFP6:-1497509344	
Frag_6550	ECFP6:-1497272171	
Frag_6551	ECFP6:-1495635308	
Frag_6553	ECFP6:-1492999181	
Frag_6554	ECFP6:-1492310455	
Frag_6555	ECFP6:-1491080531	
Frag_6556	ECFP6:-1490440810	
Frag_6557	ECFP6:-1489063853	
Frag_6558	ECFP6:-1487776192	
Frag_6559	ECFP6:-1487734343	
Frag_6560	ECFP6:-1486336892	
Frag_6561	ECFP6:-1484987010	
Frag_6562	ECFP6:-1483710573	
Frag_6564	ECFP6:-1475563889	
Frag_6565	ECFP6:-1465867719	
Frag_6567	ECFP6:-1462727600	
Frag_6568	ECFP6:-1461276143	
Frag_6569	ECFP6:-1454888204	
Frag_6570	ECFP6:-1452892107	
Frag_6571	ECFP6:-1451055362	
Frag_6572	ECFP6:-1448891718	
Frag_6573	ECFP6:-1445789454	
Frag_6574	ECFP6:-1440557769	
Frag_6576	ECFP6:-1440468261	
Frag_6577	ECFP6:-1440332210	
Frag_6578	ECFP6:-1439643288	
Frag_6579	ECFP6:-1437803757	
Frag_6580	ECFP6:-1437736310	
Frag_6581	ECFP6:-1436294252	
Frag_6584	ECFP6:-1429208640	
Frag_6587	ECFP6:-1418524857	
Frag_6588	ECFP6:-1416740135	
Frag_6589	ECFP6:-1416507951	
Frag_6591	ECFP6:-1411289119	
Frag_6592	ECFP6:-1411206404	
Frag_6593	ECFP6:-1410876910	
Frag_6594	ECFP6:-1408792600	
Frag_6595	ECFP6:-1407663981	
Frag_6598	ECFP6:-1400604834	
Frag_6599	ECFP6:-1395754589	
Frag_6601	ECFP6:-1392840547	
Frag_6602	ECFP6:-1392548584	
Frag_6603	ECFP6:-1391505150	
Frag_6604	ECFP6:-1390847202	
Frag_6605	ECFP6:-1388418818	
Frag_6609	ECFP6:-1378370800	
Frag_6610	ECFP6:-1377118782	
Frag_6613	ECFP6:-1372229670	
Frag_6614	ECFP6:-1370084010	
Frag_6615	ECFP6:-1369662102	
Frag_6616	ECFP6:-1368906106	
Frag_6617	ECFP6:-1366464498	
Frag_6618	ECFP6:-1361129502	
Frag_6619	ECFP6:-1360626696	
Frag_6620	ECFP6:-1360598103	
Frag_6622	ECFP6:-1357149635	
Frag_6623	ECFP6:-1356535210	
Frag_6624	ECFP6:-1352729462	
Frag_6626	ECFP6:-1350648248	
Frag_6627	ECFP6:-1344921128	
Frag_6628	ECFP6:-1337414394	
Frag_6630	ECFP6:-1320652355	
Frag_6631	ECFP6:-1320248682	
Frag_6632	ECFP6:-1314159266	
Frag_6633	ECFP6:-1311647315	
Frag_6634	ECFP6:-1310171863	
Frag_6636	ECFP6:-1308226484	
Frag_6638	ECFP6:-1304071526	
Frag_6639	ECFP6:-1302131689	
Frag_6640	ECFP6:-1301889497	
Frag_6641	ECFP6:-1300070397	
Frag_6642	ECFP6:-1297648925	
Frag_6643	ECFP6:-1296459168	
Frag_6644	ECFP6:-1293861854	
Frag_6645	ECFP6:-1292407864	
Frag_6646	ECFP6:-1289918211	
Frag_6647	ECFP6:-1281584688	
Frag_6648	ECFP6:-1281100873	
Frag_6649	ECFP6:-1280731876	
Frag_6650	ECFP6:-1279756466	
Frag_6652	ECFP6:-1271116873	
Frag_6653	ECFP6:-1270698660	
Frag_6654	ECFP6:-1268019940	
Frag_6656	ECFP6:-1264092742	
Frag_6657	ECFP6:-1263698855	
Frag_6658	ECFP6:-1262288133	
Frag_6659	ECFP6:-1259989331	
Frag_6660	ECFP6:-1258176193	
Frag_6662	ECFP6:-1256463563	
Frag_6663	ECFP6:-1253623338	
Frag_6665	ECFP6:-1249276398	
Frag_6667	ECFP6:-1246839086	
Frag_6670	ECFP6:-1237776004	
Frag_6671	ECFP6:-1237068574	
Frag_6672	ECFP6:-1233493025	
Frag_6673	ECFP6:-1230888244	
Frag_6674	ECFP6:-1228979440	
Frag_6675	ECFP6:-1227407140	
Frag_6676	ECFP6:-1226606999	
Frag_6677	ECFP6:-1224721082	
Frag_6678	ECFP6:-1221936599	
Frag_6679	ECFP6:-1219630758	
Frag_6680	ECFP6:-1218077823	
Frag_6683	ECFP6:-1208683231	
Frag_6684	ECFP6:-1208673508	
Frag_6686	ECFP6:-1199822829	
Frag_6687	ECFP6:-1198671713	
Frag_6688	ECFP6:-1198579342	
Frag_6690	ECFP6:-1188788097	
Frag_6693	ECFP6:-1183439057	
Frag_6695	ECFP6:-1175551346	
Frag_6696	ECFP6:-1173248288	
Frag_6697	ECFP6:-1172201955	
Frag_6698	ECFP6:-1170606108	
Frag_6701	ECFP6:-1165423285	
Frag_6702	ECFP6:-1164578182	
Frag_6703	ECFP6:-1157819681	
Frag_6706	ECFP6:-1146523927	
Frag_6707	ECFP6:-1143729884	
Frag_6708	ECFP6:-1141835208	
Frag_6709	ECFP6:-1140140689	
Frag_6711	ECFP6:-1139350886	
Frag_6712	ECFP6:-1138607847	
Frag_6714	ECFP6:-1136248396	
Frag_6715	ECFP6:-1132643841	
Frag_6716	ECFP6:-1130392433	
Frag_6717	ECFP6:-1129945935	
Frag_6719	ECFP6:-1126520694	
Frag_6720	ECFP6:-1122709075	
Frag_6721	ECFP6:-1122640967	
Frag_6722	ECFP6:-1121621124	
Frag_6724	ECFP6:-1119683208	
Frag_6726	ECFP6:-1113390619	
Frag_6727	ECFP6:-1109216669	
Frag_6728	ECFP6:-1108206482	
Frag_6729	ECFP6:-1105936539	
Frag_6731	ECFP6:-1103190781	
Frag_6734	ECFP6:-1097869093	
Frag_6735	ECFP6:-1093936397	
Frag_6737	ECFP6:-1092129791	
Frag_6738	ECFP6:-1092111146	
Frag_6739	ECFP6:-1091988212	
Frag_6740	ECFP6:-1091884730	
Frag_6741	ECFP6:-1089970751	
Frag_6742	ECFP6:-1088873939	
Frag_6744	ECFP6:-1077194361	
Frag_6745	ECFP6:-1076656476	
Frag_6746	ECFP6:-1068756836	
Frag_6747	ECFP6:-1067670556	
Frag_6748	ECFP6:-1064027736	
Frag_6749	ECFP6:-1061401120	
Frag_6750	ECFP6:-1057851398	
Frag_6751	ECFP6:-1057586223	
Frag_6752	ECFP6:-1056871829	
Frag_6753	ECFP6:-1056298257	
Frag_6754	ECFP6:-1053894325	
Frag_6756	ECFP6:-1049981111	
Frag_6758	ECFP6:-1048943689	
Frag_6759	ECFP6:-1046544781	
Frag_6760	ECFP6:-1042683698	
Frag_6761	ECFP6:-1042301757	
Frag_6763	ECFP6:-1039084007	
Frag_6764	ECFP6:-1038799489	
Frag_6766	ECFP6:-1036567667	
Frag_6768	ECFP6:-1033110104	
Frag_6771	ECFP6:-1030518980	
Frag_6772	ECFP6:-1030409367	
Frag_6773	ECFP6:-1028866103	
Frag_6774	ECFP6:-1022529145	
Frag_6775	ECFP6:-1017807797	
Frag_6776	ECFP6:-1014389196	
Frag_6777	ECFP6:-1013020258	
Frag_6779	ECFP6:-1008597135	
Frag_6780	ECFP6:-1008086683	
Frag_6781	ECFP6:-1007817578	
Frag_6782	ECFP6:-999136859	
Frag_6783	ECFP6:-994974466	
Frag_6785	ECFP6:-991224064	
Frag_6786	ECFP6:-987457678	
Frag_6787	ECFP6:-984437706	
Frag_6788	ECFP6:-984364112	
Frag_6789	ECFP6:-976978605	
Frag_6790	ECFP6:-974219664	
Frag_6791	ECFP6:-973478746	
Frag_6792	ECFP6:-972818118	
Frag_6793	ECFP6:-968522547	
Frag_6794	ECFP6:-967854336	
Frag_6795	ECFP6:-967401299	
Frag_6796	ECFP6:-967340846	
Frag_6797	ECFP6:-962019956	
Frag_6799	ECFP6:-957406586	
Frag_6800	ECFP6:-954956024	
Frag_6801	ECFP6:-954656184	
Frag_6803	ECFP6:-950260704	
Frag_6809	ECFP6:-936864980	
Frag_6810	ECFP6:-936068885	
Frag_6811	ECFP6:-935270644	
Frag_6812	ECFP6:-931719519	
Frag_6813	ECFP6:-931048475	
Frag_6814	ECFP6:-925317107	
Frag_6815	ECFP6:-923419581	
Frag_6817	ECFP6:-918948137	
Frag_6818	ECFP6:-909186004	
Frag_6819	ECFP6:-907818610	
Frag_6820	ECFP6:-906675262	
Frag_6821	ECFP6:-902392545	
Frag_6822	ECFP6:-902346470	
Frag_6823	ECFP6:-894131137	
Frag_6824	ECFP6:-892274284	
Frag_6825	ECFP6:-887845395	
Frag_6826	ECFP6:-886022912	
Frag_6827	ECFP6:-884292798	
Frag_6828	ECFP6:-883568068	
Frag_6829	ECFP6:-883270613	
Frag_6831	ECFP6:-880367457	
Frag_6832	ECFP6:-878348304	
Frag_6833	ECFP6:-878196864	
Frag_6836	ECFP6:-872966110	
Frag_6837	ECFP6:-872178278	
Frag_6839	ECFP6:-868867587	
Frag_6840	ECFP6:-865247766	
Frag_6841	ECFP6:-865033759	
Frag_6842	ECFP6:-862784262	
Frag_6843	ECFP6:-861231687	
Frag_6847	ECFP6:-852615732	
Frag_6848	ECFP6:-850755184	
Frag_6849	ECFP6:-850210071	
Frag_6850	ECFP6:-848364963	
Frag_6851	ECFP6:-844838506	
Frag_6852	ECFP6:-842113353	
Frag_6853	ECFP6:-840919033	
Frag_6854	ECFP6:-836869666	
Frag_6855	ECFP6:-835845331	
Frag_6859	ECFP6:-828408075	
Frag_6860	ECFP6:-825738948	
Frag_6862	ECFP6:-825038615	
Frag_6863	ECFP6:-821666718	
Frag_6864	ECFP6:-821166893	
Frag_6865	ECFP6:-821081693	
Frag_6866	ECFP6:-820440054	
Frag_6868	ECFP6:-816059057	
Frag_6869	ECFP6:-813992791	
Frag_6871	ECFP6:-812917387	
Frag_6872	ECFP6:-807618788	
Frag_6873	ECFP6:-806714497	
Frag_6875	ECFP6:-800138121	
Frag_6876	ECFP6:-799088637	
Frag_6877	ECFP6:-798682561	
Frag_6878	ECFP6:-797248712	
Frag_6881	ECFP6:-780568915	
Frag_6882	ECFP6:-778236959	
Frag_6884	ECFP6:-776406472	
Frag_6885	ECFP6:-772311210	
Frag_6886	ECFP6:-768317686	
Frag_6888	ECFP6:-765711099	
Frag_6890	ECFP6:-764540127	
Frag_6891	ECFP6:-763855186	
Frag_6892	ECFP6:-762012017	
Frag_6893	ECFP6:-760830187	
